Time;Tdry;Iet_h;Iet_n;Igl_h;Idir_n;Idif_h;Tdry_mod;Tdry_Ideal;;;
17/11/2002 18;4;0;1400;0;0;0;5,892;11,191;;;
17/11/2002 19;3,3;0;1400;0;0;0;5,886;10,626;;;
17/11/2002 20;2,7;0;1400;0;0;0;5,88;9,775;;;
17/11/2002 21;2;0;1400;0;0;0;5,874;8,695;;;
17/11/2002 22;1,6;0;1400;0;0;0;5,867;7,46;;;
17/11/2002 23;1,3;0;1400;0;0;0;5,861;6,154;;;
18/11/2002 00;0,9;0;1400;0;0;0;5,855;4,864;;;
18/11/2002 01;0,9;0;1400;0;0;0;5,849;3,678;;;
18/11/2002 02;1;0;1400;0;0;0;5,844;2,677;;;
18/11/2002 03;1;0;1400;0;0;0;5,838;1,928;;;
18/11/2002 04;1,2;0;1400;0;0;0;5,833;1,482;;;
18/11/2002 05;1,3;0;1400;0;0;0;5,828;1,368;;;
18/11/2002 06;1,5;0;1400;0;0;0;5,823;1,595;;;
18/11/2002 07;3,3;5;1400;1;0;1;5,818;2,145;;;
18/11/2002 08;5,2;152;1400;37;4;37;5,813;2,982;;;
18/11/2002 09;7;335;1400;85;1;85;5,808;4,048;;;
18/11/2002 10;7,6;472;1400;136;12;132;5,802;5,269;;;
18/11/2002 11;8,2;555;1400;168;23;159;5,797;6,563;;;
18/11/2002 12;8,8;576;1400;176;24;166;5,792;7,841;;;
18/11/2002 13;8,9;536;1400;160;21;152;5,787;9,014;;;
18/11/2002 14;9;437;1400;122;9;119;5,782;10,004;;;
18/11/2002 15;9,1;285;1400;68;0;68;5,777;10,742;;;
18/11/2002 16;8,6;91;1400;13;0;13;5,771;11,178;;;
18/11/2002 17;8,2;0;1400;0;0;0;5,766;11,281;;;
18/11/2002 18;7,7;0;1400;0;0;0;5,76;11,044;;;
18/11/2002 19;7,4;0;1400;0;0;0;5,755;10,482;;;
18/11/2002 20;7,1;0;1400;0;0;0;5,749;9,634;;;
18/11/2002 21;6,8;0;1400;0;0;0;5,744;8,557;;;
18/11/2002 22;7;0;1400;0;0;0;5,739;7,324;;;
18/11/2002 23;6,8;0;1400;0;0;0;5,734;6,017;;;
19/11/2002 00;6,6;0;1401;0;0;0;5,729;4,727;;;
19/11/2002 01;6,3;0;1401;0;0;0;5,723;3,54;;;
19/11/2002 02;6;0;1401;0;0;0;5,718;2,536;;;
19/11/2002 03;5,7;0;1401;0;0;0;5,713;1,783;;;
19/11/2002 04;5,4;0;1401;0;0;0;5,708;1,333;;;
19/11/2002 05;5;0;1401;0;0;0;5,703;1,216;;;
19/11/2002 06;4,7;0;1401;0;0;0;5,698;1,438;;;
19/11/2002 07;5,3;4;1401;0;0;0;5,693;1,985;;;
19/11/2002 08;6;146;1401;22;0;22;5,687;2,819;;;
19/11/2002 09;6,6;329;1401;83;0;83;5,682;3,882;;;
19/11/2002 10;7,7;467;1401;124;5;123;5,676;5,102;;;
19/11/2002 11;8,7;549;1401;142;2;141;5,671;6,396;;;
19/11/2002 12;9,8;572;1401;137;0;137;5,664;7,674;;;
19/11/2002 13;9,8;532;1401;113;0;113;5,658;8,85;;;
19/11/2002 14;9,7;433;1401;76;0;76;5,652;9,842;;;
19/11/2002 15;9,7;281;1401;37;0;37;5,645;10,584;;;
19/11/2002 16;8,7;88;1401;14;0;14;5,638;11,023;;;
19/11/2002 17;7,8;0;1401;0;0;0;5,631;11,13;;;
19/11/2002 18;6,8;0;1401;0;0;0;5,624;10,898;;;
19/11/2002 19;6,4;0;1401;0;0;0;5,617;10,34;;;
19/11/2002 20;6,1;0;1401;0;0;0;5,61;9,495;;;
19/11/2002 21;5,7;0;1401;0;0;0;5,603;8,421;;;
19/11/2002 22;5,5;0;1401;0;0;0;5,596;7,189;;;
19/11/2002 23;5,4;0;1401;0;0;0;5,59;5,883;;;
20/11/2002 00;5,2;0;1402;0;0;0;5,585;4,592;;;
20/11/2002 01;4,9;0;1402;0;0;0;5,58;3,402;;;
20/11/2002 02;4,7;0;1402;0;0;0;5,575;2,396;;;
20/11/2002 03;4,4;0;1402;0;0;0;5,57;1,64;;;
20/11/2002 04;4,2;0;1402;0;0;0;5,565;1,186;;;
20/11/2002 05;4,1;0;1402;0;0;0;5,56;1,065;;;
20/11/2002 06;3,9;0;1402;0;0;0;5,554;1,283;;;
20/11/2002 07;4;3;1402;0;0;0;5,549;1,826;;;
20/11/2002 08;4,2;141;1402;14;0;14;5,543;2,657;;;
20/11/2002 09;4,3;324;1402;45;0;45;5,536;3,718;;;
20/11/2002 10;4,8;462;1402;73;0;73;5,529;4,937;;;
20/11/2002 11;5,2;544;1402;91;0;91;5,522;6,23;;;
20/11/2002 12;5,7;567;1402;96;0;96;5,515;7,509;;;
20/11/2002 13;5,5;527;1402;113;0;113;5,507;8,687;;;
20/11/2002 14;5,3;428;1402;104;0;104;5,499;9,682;;;
20/11/2002 15;5,1;277;1402;66;0;66;5,491;10,427;;;
20/11/2002 16;4,7;85;1402;13;0;13;5,482;10,87;;;
20/11/2002 17;4,2;0;1402;0;0;0;5,475;10,982;;;
20/11/2002 18;3,8;0;1402;0;0;0;5,467;10,753;;;
20/11/2002 19;3,5;0;1402;0;0;0;5,461;10,199;;;
20/11/2002 20;3,1;0;1402;0;0;0;5,454;9,358;;;
20/11/2002 21;2,8;0;1402;0;0;0;5,449;8,285;;;
20/11/2002 22;3;0;1402;0;0;0;5,443;7,055;;;
20/11/2002 23;3,1;0;1402;0;0;0;5,438;5,749;;;
21/11/2002 00;3,3;0;1402;0;0;0;5,433;4,458;;;
21/11/2002 01;3;0;1402;0;0;0;5,428;3,267;;;
21/11/2002 02;2,7;0;1402;0;0;0;5,424;2,258;;;
21/11/2002 03;2,4;0;1402;0;0;0;5,42;1,499;;;
21/11/2002 04;2;0;1402;0;0;0;5,415;1,041;;;
21/11/2002 05;1,7;0;1402;0;0;0;5,411;0,915;;;
21/11/2002 06;1,3;0;1402;0;0;0;5,406;1,13;;;
21/11/2002 07;1,1;2;1402;0;0;0;5,402;1,669;;;
21/11/2002 08;1;136;1402;24;0;24;5,397;2,497;;;
21/11/2002 09;0,8;319;1402;81;1;81;5,392;3,555;;;
21/11/2002 10;1,2;456;1402;133;8;130;5,385;4,773;;;
21/11/2002 11;1,5;539;1402;166;11;162;5,379;6,066;;;
21/11/2002 12;1,9;562;1402;175;12;170;5,371;7,345;;;
21/11/2002 13;1,3;523;1402;160;11;156;5,363;8,525;;;
21/11/2002 14;0,6;424;1402;121;14;117;5,354;9,523;;;
21/11/2002 15;0;273;1402;66;0;66;5,346;10,271;;;
21/11/2002 16;-0,5;82;1402;13;0;13;5,337;10,719;;;
21/11/2002 17;-0,9;0;1402;0;0;0;5,329;10,834;;;
21/11/2002 18;-1,4;0;1402;0;0;0;5,321;10,609;;;
21/11/2002 19;-1,8;0;1402;0;0;0;5,313;10,059;;;
21/11/2002 20;-2,2;0;1402;0;0;0;5,306;9,221;;;
21/11/2002 21;-2,6;0;1402;0;0;0;5,298;8,152;;;
21/11/2002 22;-2,5;0;1402;0;0;0;5,291;6,923;;;
21/11/2002 23;-2,5;0;1402;0;0;0;5,285;5,618;;;
22/11/2002 00;-2,4;0;1403;0;0;0;5,283;4,325;;;
22/11/2002 01;-2,6;0;1403;0;0;0;5,282;3,133;;;
22/11/2002 02;-2,8;0;1403;0;0;0;5,281;2,121;;;
22/11/2002 03;-2,9;0;1403;0;0;0;5,28;1,359;;;
22/11/2002 04;-3,1;0;1403;0;0;0;5,28;0,897;;;
22/11/2002 05;-3,3;0;1403;0;0;0;5,279;0,767;;;
22/11/2002 06;-3,5;0;1403;0;0;0;5,279;0,978;;;
22/11/2002 07;-3,1;2;1403;1;0;1;5,278;1,513;;;
22/11/2002 08;-2,6;131;1403;48;140;35;5,277;2,338;;;
22/11/2002 09;-2,2;314;1403;172;412;79;5,275;3,394;;;
22/11/2002 10;-2,2;451;1403;278;641;71;5,273;4,61;;;
22/11/2002 11;-2,1;535;1403;342;692;77;5,27;5,903;;;
22/11/2002 12;-2,1;557;1403;355;674;86;5,266;7,183;;;
22/11/2002 13;-2;518;1403;329;679;77;5,262;8,364;;;
22/11/2002 14;-1,9;420;1403;253;601;72;5,257;9,365;;;
22/11/2002 15;-1,8;270;1403;139;437;55;5,251;10,117;;;
22/11/2002 16;-2,4;79;1403;27;39;25;5,245;10,568;;;
22/11/2002 17;-3;0;1403;0;0;0;5,241;10,688;;;
22/11/2002 18;-3,6;0;1403;0;0;0;5,236;10,468;;;
22/11/2002 19;-3,6;0;1403;0;0;0;5,233;9,921;;;
22/11/2002 20;-3,7;0;1403;0;0;0;5,23;9,087;;;
22/11/2002 21;-3,7;0;1403;0;0;0;5,228;8,019;;;
22/11/2002 22;-3,7;0;1403;0;0;0;5,226;6,792;;;
22/11/2002 23;-3,6;0;1403;0;0;0;5,225;5,487;;;
23/11/2002 00;-3,6;0;1403;0;0;0;5,224;4,194;;;
23/11/2002 01;-3,5;0;1403;0;0;0;5,223;3;;;
23/11/2002 02;-3,4;0;1403;0;0;0;5,223;1,986;;;
23/11/2002 03;-3,3;0;1403;0;0;0;5,222;1,22;;;
23/11/2002 04;-3,2;0;1403;0;0;0;5,222;0,755;;;
23/11/2002 05;-3,2;0;1403;0;0;0;5,222;0,621;;;
23/11/2002 06;-3,1;0;1403;0;0;0;5,222;0,827;;;
23/11/2002 07;-2,6;1;1403;0;0;0;5,221;1,359;;;
23/11/2002 08;-2,1;126;1403;24;0;24;5,22;2,18;;;
23/11/2002 09;-1,6;309;1403;78;1;78;5,218;3,234;;;
23/11/2002 10;-0,8;446;1403;146;10;143;5,215;4,449;;;
23/11/2002 11;0;530;1403;203;55;182;5,211;5,741;;;
23/11/2002 12;0,8;553;1403;233;80;202;5,206;7,023;;;
23/11/2002 13;1,1;514;1403;258;260;162;5,201;8,206;;;
23/11/2002 14;1,3;417;1403;221;367;111;5,195;9,209;;;
23/11/2002 15;1,6;266;1403;129;275;76;5,189;9,964;;;
23/11/2002 16;1,4;76;1403;25;5;24;5,183;10,42;;;
23/11/2002 17;1,1;0;1403;0;0;0;5,178;10,544;;;
23/11/2002 18;0,9;0;1403;0;0;0;5,172;10,327;;;
23/11/2002 19;1;0;1403;0;0;0;5,168;9,785;;;
23/11/2002 20;1;0;1403;0;0;0;5,163;8,953;;;
23/11/2002 21;1,1;0;1403;0;0;0;5,158;7,889;;;
23/11/2002 22;0,9;0;1403;0;0;0;5,154;6,663;;;
23/11/2002 23;0,8;0;1403;0;0;0;5,15;5,359;;;
24/11/2002 00;0,6;0;1404;0;0;0;5,146;4,065;;;
24/11/2002 01;0,4;0;1404;0;0;0;5,142;2,869;;;
24/11/2002 02;0,1;0;1404;0;0;0;5,138;1,852;;;
24/11/2002 03;-0,1;0;1404;0;0;0;5,135;1,083;;;
24/11/2002 04;-0,1;0;1404;0;0;0;5,131;0,614;;;
24/11/2002 05;-0,2;0;1404;0;0;0;5,128;0,476;;;
24/11/2002 06;-0,2;0;1404;0;0;0;5,124;0,678;;;
24/11/2002 07;-0,1;1;1404;0;0;0;5,121;1,207;;;
24/11/2002 08;-0,1;121;1404;43;127;32;5,117;2,025;;;
24/11/2002 09;0;304;1404;166;342;92;5,113;3,077;;;
24/11/2002 10;0,6;442;1404;278;679;63;5,109;4,29;;;
24/11/2002 11;1,1;525;1404;349;761;63;5,104;5,582;;;
24/11/2002 12;1,7;549;1404;369;777;64;5,098;6,864;;;
24/11/2002 13;1,9;510;1404;335;741;64;5,092;8,048;;;
24/11/2002 14;2,1;413;1404;251;631;64;5,086;9,054;;;
24/11/2002 15;2,3;263;1404;133;361;65;5,08;9,813;;;
24/11/2002 16;1,9;74;1404;26;14;25;5,074;10,272;;;
24/11/2002 17;1,6;0;1404;0;0;0;5,068;10,401;;;
24/11/2002 18;1,2;0;1404;0;0;0;5,063;10,188;;;
24/11/2002 19;1,1;0;1404;0;0;0;5,058;9,65;;;
24/11/2002 20;1;0;1404;0;0;0;5,054;8,822;;;
24/11/2002 21;0,9;0;1404;0;0;0;5,05;7,759;;;
24/11/2002 22;0,3;0;1404;0;0;0;5,046;6,535;;;
24/11/2002 23;-0,3;0;1404;0;0;0;5,042;5,232;;;
25/11/2002 00;-0,9;0;1404;0;0;0;5,039;3,937;;;
25/11/2002 01;-1,5;0;1404;0;0;0;5,036;2,74;;;
25/11/2002 02;-2;0;1404;0;0;0;5,033;1,721;;;
25/11/2002 03;-2,6;0;1404;0;0;0;5,03;0,948;;;
25/11/2002 04;-3,1;0;1404;0;0;0;5,027;0,475;;;
25/11/2002 05;-3,6;0;1404;0;0;0;5,024;0,333;;;
25/11/2002 06;-4,1;0;1404;0;0;0;5,022;0,531;;;
25/11/2002 07;-3,1;0;1404;0;0;0;5,019;1,056;;;
25/11/2002 08;-2;116;1404;24;0;24;5,017;1,871;;;
25/11/2002 09;-1;299;1404;75;0;75;5,015;2,92;;;
25/11/2002 10;-0,2;437;1404;125;14;121;5,013;4,132;;;
25/11/2002 11;0,7;521;1404;158;10;154;5,01;5,424;;;
25/11/2002 12;1,5;544;1404;167;11;162;5,008;6,706;;;
25/11/2002 13;2,1;507;1404;252;250;162;5,006;7,893;;;
25/11/2002 14;2,6;410;1404;233;430;107;5,003;8,902;;;
25/11/2002 15;3,2;260;1404;134;424;55;5,001;9,664;;;
25/11/2002 16;1,8;72;1404;25;10;25;4,999;10,127;;;
25/11/2002 17;0,5;0;1404;0;0;0;4,997;10,259;;;
25/11/2002 18;-0,9;0;1404;0;0;0;4,995;10,051;;;
25/11/2002 19;-1,2;0;1404;0;0;0;4,993;9,517;;;
25/11/2002 20;-1,6;0;1404;0;0;0;4,991;8,692;;;
25/11/2002 21;-1,9;0;1404;0;0;0;4,989;7,632;;;
25/11/2002 22;-1,5;0;1404;0;0;0;4,987;6,409;;;
25/11/2002 23;-1;0;1404;0;0;0;4,986;5,106;;;
26/11/2002 00;-0,6;0;1405;0;0;0;4,984;3,811;;;
26/11/2002 01;-0,5;0;1405;0;0;0;4,983;2,612;;;
26/11/2002 02;-0,4;0;1405;0;0;0;4,982;1,59;;;
26/11/2002 03;-0,3;0;1405;0;0;0;4,981;0,815;;;
26/11/2002 04;-0,2;0;1405;0;0;0;4,979;0,338;;;
26/11/2002 05;-0,1;0;1405;0;0;0;4,978;0,192;;;
26/11/2002 06;0;0;1405;0;0;0;4,977;0,386;;;
26/11/2002 07;0,2;0;1405;0;0;0;4,976;0,907;;;
26/11/2002 08;0,3;111;1405;10;0;10;4,974;1,719;;;
26/11/2002 09;0,5;294;1405;40;0;40;4,973;2,766;;;
26/11/2002 10;0,7;432;1405;68;0;68;4,971;3,976;;;
26/11/2002 11;1;516;1405;85;0;85;4,969;5,267;;;
26/11/2002 12;1,2;540;1405;90;0;90;4,966;6,551;;;
26/11/2002 13;1,4;503;1405;82;0;82;4,962;7,739;;;
26/11/2002 14;1,5;406;1405;62;0;62;4,959;8,75;;;
26/11/2002 15;1,7;257;1405;33;0;33;4,955;9,516;;;
26/11/2002 16;1,4;70;1405;6;0;6;4,952;9,983;;;
26/11/2002 17;1,2;0;1405;0;0;0;4,948;10,12;;;
26/11/2002 18;0,9;0;1405;0;0;0;4,946;9,916;;;
26/11/2002 19;0,8;0;1405;0;0;0;4,943;9,385;;;
26/11/2002 20;0,7;0;1405;0;0;0;4,941;8,563;;;
26/11/2002 21;0,6;0;1405;0;0;0;4,939;7,506;;;
26/11/2002 22;0,6;0;1405;0;0;0;4,937;6,285;;;
26/11/2002 23;0,6;0;1405;0;0;0;4,935;4,982;;;
27/11/2002 00;0,6;0;1405;0;0;0;4,934;3,687;;;
27/11/2002 01;0,4;0;1405;0;0;0;4,934;2,486;;;
27/11/2002 02;0,3;0;1405;0;0;0;4,935;1,462;;;
27/11/2002 03;0,1;0;1405;0;0;0;4,935;0,683;;;
27/11/2002 04;-0,3;0;1405;0;0;0;4,936;0,203;;;
27/11/2002 05;-0,6;0;1405;0;0;0;4,938;0,052;;;
27/11/2002 06;-1;0;1405;0;0;0;4,939;0,243;;;
27/11/2002 07;-1,1;0;1405;0;0;0;4,941;0,76;;;
27/11/2002 08;-1,2;106;1405;9;0;9;4,942;1,568;;;
27/11/2002 09;-1,3;289;1405;39;0;39;4,942;2,613;;;
27/11/2002 10;-1,2;428;1405;67;0;67;4,94;3,822;;;
27/11/2002 11;-1;512;1405;84;0;84;4,938;5,112;;;
27/11/2002 12;-0,9;536;1405;90;0;90;4,936;6,397;;;
27/11/2002 13;-0,2;499;1405;82;0;82;4,932;7,587;;;
27/11/2002 14;0,6;403;1405;61;0;61;4,928;8,601;;;
27/11/2002 15;1,3;254;1405;33;0;33;4,923;9,37;;;
27/11/2002 16;0,9;68;1405;6;0;6;4,919;9,841;;;
27/11/2002 17;0,4;0;1405;0;0;0;4,914;9,982;;;
27/11/2002 18;0;0;1405;0;0;0;4,911;9,782;;;
27/11/2002 19;0,1;0;1405;0;0;0;4,908;9,255;;;
27/11/2002 20;0,1;0;1405;0;0;0;4,905;8,437;;;
27/11/2002 21;0,2;0;1405;0;0;0;4,901;7,382;;;
27/11/2002 22;0,2;0;1405;0;0;0;4,898;6,162;;;
27/11/2002 23;0,2;0;1405;0;0;0;4,894;4,861;;;
28/11/2002 00;0,2;0;1406;0;0;0;4,89;3,565;;;
28/11/2002 01;0;0;1406;0;0;0;4,887;2,362;;;
28/11/2002 02;-0,2;0;1406;0;0;0;4,883;1,335;;;
28/11/2002 03;-0,4;0;1406;0;0;0;4,88;0,553;;;
28/11/2002 04;-0,6;0;1406;0;0;0;4,877;0,069;;;
28/11/2002 05;-0,8;0;1406;0;0;0;4,874;-0,085;;;
28/11/2002 06;-1;0;1406;0;0;0;4,871;0,101;;;
28/11/2002 07;-0,3;0;1406;0;0;0;4,869;0,614;;;
28/11/2002 08;0,3;102;1406;14;0;14;4,866;1,42;;;
28/11/2002 09;1;285;1406;70;0;70;4,863;2,462;;;
28/11/2002 10;1,7;424;1406;136;9;133;4,86;3,669;;;
28/11/2002 11;2,4;508;1406;192;53;172;4,857;4,96;;;
28/11/2002 12;3,1;533;1406;222;79;192;4,853;6,244;;;
28/11/2002 13;4,1;496;1406;185;52;167;4,849;7,436;;;
28/11/2002 14;5,1;400;1406;126;8;123;4,844;8,453;;;
28/11/2002 15;6,1;252;1406;59;0;59;4,84;9,225;;;
28/11/2002 16;5,9;66;1406;9;0;9;4,837;9,7;;;
28/11/2002 17;5,7;0;1406;0;0;0;4,833;9,845;;;
28/11/2002 18;5,5;0;1406;0;0;0;4,83;9,65;;;
28/11/2002 19;5,1;0;1406;0;0;0;4,827;9,127;;;
28/11/2002 20;4,6;0;1406;0;0;0;4,825;8,312;;;
28/11/2002 21;4,2;0;1406;0;0;0;4,824;7,26;;;
28/11/2002 22;3,9;0;1406;0;0;0;4,823;6,042;;;
28/11/2002 23;3,7;0;1406;0;0;0;4,822;4,74;;;
29/11/2002 00;3,4;0;1406;0;0;0;4,821;3,444;;;
29/11/2002 01;3,2;0;1406;0;0;0;4,82;2,24;;;
29/11/2002 02;2,9;0;1406;0;0;0;4,819;1,211;;;
29/11/2002 03;2,7;0;1406;0;0;0;4,819;0,425;;;
29/11/2002 04;3,1;0;1406;0;0;0;4,818;-0,063;;;
29/11/2002 05;3,4;0;1406;0;0;0;4,818;-0,221;;;
29/11/2002 06;3,8;0;1406;0;0;0;4,818;-0,039;;;
29/11/2002 07;4,1;0;1406;0;0;0;4,819;0,471;;;
29/11/2002 08;4,4;97;1406;10;0;10;4,818;1,273;;;
29/11/2002 09;4,7;281;1406;43;0;43;4,816;2,313;;;
29/11/2002 10;4,9;419;1406;71;0;71;4,814;3,519;;;
29/11/2002 11;5,2;504;1406;87;0;87;4,811;4,808;;;
29/11/2002 12;5,4;529;1406;88;0;88;4,807;6,094;;;
29/11/2002 13;5,1;493;1406;80;0;80;4,803;7,287;;;
29/11/2002 14;4,8;397;1406;60;0;60;4,798;8,307;;;
29/11/2002 15;4,5;249;1406;32;0;32;4,793;9,083;;;
29/11/2002 16;4,3;64;1406;6;0;6;4,788;9,562;;;
29/11/2002 17;4,2;0;1406;0;0;0;4,783;9,711;;;
29/11/2002 18;4;0;1406;0;0;0;4,779;9,52;;;
29/11/2002 19;4,1;0;1406;0;0;0;4,775;9,001;;;
29/11/2002 20;4,1;0;1406;0;0;0;4,772;8,189;;;
29/11/2002 21;4,2;0;1406;0;0;0;4,769;7,139;;;
29/11/2002 22;4,2;0;1406;0;0;0;4,767;5,923;;;
29/11/2002 23;4,2;0;1406;0;0;0;4,764;4,622;;;
30/11/2002 00;4,2;0;1407;0;0;0;4,761;3,325;;;
30/11/2002 01;4,3;0;1407;0;0;0;4,759;2,12;;;
30/11/2002 02;4,4;0;1407;0;0;0;4,756;1,088;;;
30/11/2002 03;4,5;0;1407;0;0;0;4,753;0,299;;;
30/11/2002 04;4,6;0;1407;0;0;0;4,75;-0,193;;;
30/11/2002 05;4,8;0;1407;0;0;0;4,746;-0,355;;;
30/11/2002 06;4,9;0;1407;0;0;0;4,743;-0,177;;;
30/11/2002 07;5,2;0;1407;0;0;0;4,74;0,329;;;
30/11/2002 08;5,4;93;1407;8;0;8;4,736;1,128;;;
30/11/2002 09;5,7;276;1407;36;0;36;4,732;2,165;;;
30/11/2002 10;6,1;415;1407;63;0;63;4,728;3,37;;;
30/11/2002 11;6,4;500;1407;81;0;81;4,724;4,659;;;
30/11/2002 12;6,8;526;1407;86;0;86;4,719;5,946;;;
30/11/2002 13;7;490;1407;102;0;102;4,714;7,141;;;
30/11/2002 14;7,2;395;1407;93;0;93;4,708;8,163;;;
30/11/2002 15;7,4;247;1407;57;0;57;4,702;8,942;;;
30/11/2002 16;7,3;63;1407;11;0;11;4,696;9,425;;;
30/11/2002 17;7,1;0;1407;0;0;0;4,69;9,578;;;
30/11/2002 18;7,2;0;1407;0;0;0;4,685;9,391;;;
30/11/2002 19;7,1;0;1407;0;0;0;4,681;8,876;;;
30/11/2002 20;7;0;1407;0;0;0;4,676;8,068;;;
30/11/2002 21;6,7;0;1407;0;0;0;4,672;7,021;;;
30/11/2002 22;6,2;0;1407;0;0;0;4,668;5,806;;;
30/11/2002 23;5,4;0;1407;0;0;0;4,664;4,506;;;
1/12/2002 00;4,5;0;1407;0;0;0;4,66;3,208;;;
1/12/2002 01;3,6;0;1407;0;0;0;4,656;2,001;;;
1/12/2002 02;3,1;0;1407;0;0;0;4,653;0,967;;;
1/12/2002 03;2,7;0;1407;0;0;0;4,649;0,175;;;
1/12/2002 04;2,5;0;1407;0;0;0;4,645;-0,321;;;
1/12/2002 05;2,4;0;1407;0;0;0;4,641;-0,487;;;
1/12/2002 06;2,4;0;1407;0;0;0;4,638;-0,313;;;
1/12/2002 07;2,4;0;1407;0;0;0;4,635;0,189;;;
1/12/2002 08;2,3;89;1407;7;0;7;4,632;0,985;;;
1/12/2002 09;2,3;272;1407;34;0;34;4,628;2,02;;;
1/12/2002 10;2,6;411;1407;61;0;61;4,624;3,223;;;
1/12/2002 11;3;496;1407;79;0;79;4,62;4,512;;;
1/12/2002 12;3,5;522;1407;85;0;85;4,616;5,799;;;
1/12/2002 13;3,6;487;1407;99;0;99;4,611;6,996;;;
1/12/2002 14;3,6;392;1407;90;0;90;4,606;8,02;;;
1/12/2002 15;3,7;245;1407;54;0;54;4,601;8,803;;;
1/12/2002 16;3,7;61;1407;8;0;8;4,595;9,29;;;
1/12/2002 17;3,7;0;1407;0;0;0;4,591;9,447;;;
1/12/2002 18;3,7;0;1407;0;0;0;4,586;9,265;;;
1/12/2002 19;3,4;0;1407;0;0;0;4,583;8,753;;;
1/12/2002 20;3,2;0;1407;0;0;0;4,58;7,948;;;
1/12/2002 21;2,9;0;1407;0;0;0;4,577;6,904;;;
1/12/2002 22;3,2;0;1407;0;0;0;4,575;5,691;;;
1/12/2002 23;3,6;0;1407;0;0;0;4,573;4,391;;;
2/12/2002 00;3,9;0;1408;0;0;0;4,572;3,093;;;
2/12/2002 01;6;0;1408;0;0;0;4,57;1,885;;;
2/12/2002 02;5,6;0;1408;0;0;0;4,569;0,848;;;
2/12/2002 03;5,2;0;1408;0;0;0;4,567;0,053;;;
2/12/2002 04;4,9;0;1408;0;0;0;4,566;-0,447;;;
2/12/2002 05;4,7;0;1408;0;0;0;4,563;-0,617;;;
2/12/2002 06;4,4;0;1408;0;0;0;4,561;-0,447;;;
2/12/2002 07;4;0;1408;0;0;0;4,558;0,051;;;
2/12/2002 08;4,2;85;1408;7;0;7;4,555;0,844;;;
2/12/2002 09;4,5;268;1408;33;0;33;4,552;1,876;;;
2/12/2002 10;4,9;407;1408;78;0;78;4,549;3,078;;;
2/12/2002 11;5,2;493;1408;122;0;122;4,545;4,367;;;
2/12/2002 12;5,6;519;1408;152;5;150;4,541;5,654;;;
2/12/2002 13;5,6;484;1408;139;16;133;4,537;6,853;;;
2/12/2002 14;5,5;390;1408;103;5;102;4,533;7,88;;;
2/12/2002 15;5,5;243;1408;53;0;53;4,528;8,666;;;
2/12/2002 16;5,5;60;1408;9;0;9;4,524;9,157;;;
2/12/2002 17;5,4;0;1408;0;0;0;4,52;9,318;;;
2/12/2002 18;5,4;0;1408;0;0;0;4,517;9,14;;;
2/12/2002 19;5,3;0;1408;0;0;0;4,514;8,633;;;
2/12/2002 20;5,1;0;1408;0;0;0;4,511;7,831;;;
2/12/2002 21;5;0;1408;0;0;0;4,508;6,789;;;
2/12/2002 22;5;0;1408;0;0;0;4,505;5,578;;;
2/12/2002 23;4,9;0;1408;0;0;0;4,502;4,279;;;
3/12/2002 00;4,9;0;1408;0;0;0;4,499;2,98;;;
3/12/2002 01;4,8;0;1408;0;0;0;4,496;1,77;;;
3/12/2002 02;4,6;0;1408;0;0;0;4,493;0,731;;;
3/12/2002 03;4,5;0;1408;0;0;0;4,49;-0,067;;;
3/12/2002 04;4,5;0;1408;0;0;0;4,488;-0,571;;;
3/12/2002 05;4,6;0;1408;0;0;0;4,485;-0,745;;;
3/12/2002 06;4,6;0;1408;0;0;0;4,483;-0,579;;;
3/12/2002 07;4,7;0;1408;0;0;0;4,48;-0,085;;;
3/12/2002 08;4,8;82;1408;10;0;10;4,478;0,705;;;
3/12/2002 09;4,9;264;1408;60;0;60;4,475;1,735;;;
3/12/2002 10;5,5;404;1408;149;87;124;4,472;2,935;;;
3/12/2002 11;6,2;489;1408;235;264;143;4,469;4,223;;;
3/12/2002 12;6,8;516;1408;286;415;133;4,466;5,511;;;
3/12/2002 13;6,9;481;1408;230;262;140;4,463;6,711;;;
3/12/2002 14;7;387;1408;141;84;118;4,46;7,741;;;
3/12/2002 15;7,1;241;1408;53;0;53;4,456;8,531;;;
3/12/2002 16;6,7;59;1408;9;0;9;4,452;9,025;;;
3/12/2002 17;6,4;0;1408;0;0;0;4,448;9,191;;;
3/12/2002 18;6;0;1408;0;0;0;4,444;9,017;;;
3/12/2002 19;5,1;0;1408;0;0;0;4,442;8,514;;;
3/12/2002 20;4,2;0;1408;0;0;0;4,439;7,715;;;
3/12/2002 21;3,3;0;1408;0;0;0;4,438;6,676;;;
3/12/2002 22;3,3;0;1408;0;0;0;4,437;5,466;;;
3/12/2002 23;3,2;0;1408;0;0;0;4,436;4,168;;;
4/12/2002 00;3,2;0;1409;0;0;0;4,435;2,869;;;
4/12/2002 01;3,1;0;1409;0;0;0;4,435;1,658;;;
4/12/2002 02;3,1;0;1409;0;0;0;4,434;0,616;;;
4/12/2002 03;3;0;1409;0;0;0;4,432;-0,186;;;
4/12/2002 04;2,8;0;1409;0;0;0;4,43;-0,693;;;
4/12/2002 05;2,6;0;1409;0;0;0;4,428;-0,871;;;
4/12/2002 06;2,4;0;1409;0;0;0;4,425;-0,709;;;
