Time;Tdry;Iet_h;Iet_n;Igl_h;Idir_n;Idif_h;Tdry_mod;Tdry_Ideal;;;
2/4/2002 13;16,6;997;1368;622;461;285;7,413;12,604;;;
2/4/2002 14;17,4;913;1368;536;376;284;7,424;12,788;;;
2/4/2002 15;18,2;772;1368;413;297;245;7,435;12,632;;;
2/4/2002 16;17,1;583;1368;341;451;148;7,446;12,146;;;
2/4/2002 17;15,9;361;1368;185;384;83;7,457;11,365;;;
2/4/2002 18;14,8;119;1368;31;29;29;7,467;10,341;;;
2/4/2002 19;13;0;1368;0;0;0;7,477;9,145;;;
2/4/2002 20;11,2;0;1368;0;0;0;7,484;7,86;;;
2/4/2002 21;9,4;0;1368;0;0;0;7,491;6,572;;;
2/4/2002 22;8,4;0;1368;0;0;0;7,497;5,371;;;
2/4/2002 23;7,4;0;1368;0;0;0;7,502;4,337;;;
3/4/2002 00;6,4;0;1367;0;0;0;7,506;3,543;;;
3/4/2002 01;5,8;0;1367;0;0;0;7,51;3,042;;;
3/4/2002 02;5,2;0;1367;0;0;0;7,514;2,87;;;
3/4/2002 03;4,6;0;1367;0;0;0;7,517;3,038;;;
3/4/2002 04;4,5;0;1367;0;0;0;7,521;3,535;;;
3/4/2002 05;4,3;0;1367;0;0;0;7,525;4,329;;;
3/4/2002 06;4,2;60;1367;15;0;15;7,529;5,365;;;
3/4/2002 07;6,6;293;1367;136;216;89;7,534;6,573;;;
3/4/2002 08;8,9;523;1367;319;515;122;7,54;7,872;;;
3/4/2002 09;11,3;723;1367;496;709;120;7,548;9,173;;;
3/4/2002 10;13,3;880;1367;641;820;112;7,556;10,389;;;
3/4/2002 11;15,3;983;1367;736;877;105;7,565;11,438;;;
3/4/2002 12;17,3;1025;1367;775;884;111;7,574;12,247;;;
3/4/2002 13;18;1003;1367;753;878;108;7,583;12,763;;;
3/4/2002 14;18,7;918;1367;675;855;99;7,593;12,951;;;
3/4/2002 15;19,4;777;1367;544;776;103;7,603;12,799;;;
3/4/2002 16;19,6;588;1367;376;655;94;7,613;12,317;;;
3/4/2002 17;19,9;366;1367;190;408;81;7,623;11,539;;;
3/4/2002 18;20,1;124;1367;34;38;30;7,633;10,518;;;
3/4/2002 19;18,2;0;1367;0;0;0;7,642;9,324;;;
3/4/2002 20;16,2;0;1367;0;0;0;7,65;8,039;;;
3/4/2002 21;14,3;0;1367;0;0;0;7,656;6,751;;;
3/4/2002 22;13,4;0;1367;0;0;0;7,661;5,548;;;
3/4/2002 23;12,4;0;1367;0;0;0;7,666;4,512;;;
4/4/2002 00;11,5;0;1367;0;0;0;7,67;3,715;;;
4/4/2002 01;11,3;0;1367;0;0;0;7,674;3,21;;;
4/4/2002 02;11,2;0;1367;0;0;0;7,678;3,034;;;
4/4/2002 03;11;0;1367;0;0;0;7,681;3,198;;;
4/4/2002 04;9,9;0;1367;0;0;0;7,685;3,691;;;
4/4/2002 05;8,9;0;1367;0;0;0;7,689;4,482;;;
4/4/2002 06;7,8;65;1367;15;0;15;7,693;5,515;;;
4/4/2002 07;10,2;300;1367;133;186;92;7,699;6,722;;;
4/4/2002 08;12,5;530;1367;313;486;124;7,706;8,02;;;
4/4/2002 09;14,9;730;1367;490;665;134;7,713;9,322;;;
4/4/2002 10;16,7;886;1367;630;767;131;7,721;10,54;;;
4/4/2002 11;18,4;989;1367;723;820;128;7,73;11,59;;;
4/4/2002 12;20,2;1030;1367;761;830;134;7,739;12,403;;;
4/4/2002 13;20,9;1008;1367;740;825;131;7,747;12,923;;;
4/4/2002 14;21,7;923;1367;664;805;119;7,757;13,116;;;
4/4/2002 15;22,4;781;1367;537;731;117;7,766;12,967;;;
4/4/2002 16;21,6;593;1367;366;559;123;7,775;12,49;;;
4/4/2002 17;20,9;371;1367;184;337;92;7,785;11,715;;;
4/4/2002 18;20,1;129;1367;33;22;31;7,795;10,696;;;
4/4/2002 19;18,1;0;1367;0;0;0;7,804;9,504;;;
4/4/2002 20;16;0;1367;0;0;0;7,812;8,22;;;
4/4/2002 21;14;0;1367;0;0;0;7,818;6,931;;;
4/4/2002 22;12,4;0;1367;0;0;0;7,824;5,727;;;
4/4/2002 23;10,9;0;1367;0;0;0;7,829;4,688;;;
5/4/2002 00;9,3;0;1366;0;0;0;7,834;3,888;;;
5/4/2002 01;8,5;0;1366;0;0;0;7,838;3,379;;;
5/4/2002 02;7,8;0;1366;0;0;0;7,843;3,199;;;
5/4/2002 03;7;0;1366;0;0;0;7,847;3,359;;;
5/4/2002 04;6,6;0;1366;0;0;0;7,851;3,848;;;
5/4/2002 05;6,3;0;1366;0;0;0;7,856;4,635;;;
5/4/2002 06;5,9;71;1366;18;0;18;7,861;5,666;;;
5/4/2002 07;8,7;308;1366;146;228;94;7,867;6,871;;;
5/4/2002 08;11,4;537;1366;328;512;127;7,875;8,169;;;
5/4/2002 09;14,2;736;1366;496;707;114;7,884;9,472;;;
5/4/2002 10;15,7;893;1366;635;766;133;7,893;10,691;;;
5/4/2002 11;17,2;995;1366;727;816;131;7,903;11,744;;;
5/4/2002 12;18,7;1036;1366;764;822;138;7,914;12,56;;;
5/4/2002 13;19,9;1013;1366;742;817;135;7,925;13,084;;;
5/4/2002 14;21;928;1366;665;796;123;7,936;13,281;;;
5/4/2002 15;22,2;786;1366;538;722;122;7,947;13,137;;;
5/4/2002 16;21,5;598;1366;377;623;104;7,958;12,663;;;
5/4/2002 17;20,8;376;1366;195;401;84;7,969;11,891;;;
5/4/2002 18;20,1;134;1366;38;54;33;7,98;10,875;;;
5/4/2002 19;17,4;0;1366;0;0;0;7,99;9,685;;;
5/4/2002 20;14,8;0;1366;0;0;0;8,001;8,401;;;
5/4/2002 21;12,1;0;1366;0;0;0;8,012;7,112;;;
5/4/2002 22;11,2;0;1366;0;0;0;8,021;5,906;;;
5/4/2002 23;10,3;0;1366;0;0;0;8,03;4,865;;;
6/4/2002 00;9,4;0;1365;0;0;0;8,037;4,061;;;
6/4/2002 01;9,4;0;1365;0;0;0;8,045;3,549;;;
6/4/2002 02;9,5;0;1365;0;0;0;8,052;3,365;;;
6/4/2002 03;9,5;0;1365;0;0;0;8,059;3,52;;;
6/4/2002 04;8,9;0;1365;0;0;0;8,067;4,006;;;
6/4/2002 05;8,4;0;1365;0;0;0;8,076;4,79;;;
6/4/2002 06;7,8;77;1365;18;0;18;8,084;5,818;;;
6/4/2002 07;9,9;315;1365;138;176;98;8,094;7,022;;;
6/4/2002 08;12;544;1365;305;409;142;8,105;8,319;;;
6/4/2002 09;14,1;743;1365;460;532;169;8,116;9,622;;;
6/4/2002 10;15,3;899;1365;580;589;191;8,128;10,843;;;
6/4/2002 11;16,5;1000;1365;654;575;231;8,139;11,899;;;
6/4/2002 12;17,7;1041;1365;677;551;255;8,15;12,718;;;
6/4/2002 13;17,9;1018;1365;658;551;246;8,161;13,246;;;
6/4/2002 14;18,2;932;1365;590;541;220;8,171;13,446;;;
6/4/2002 15;18,4;791;1365;478;486;196;8,181;13,306;;;
6/4/2002 16;17,8;603;1365;343;383;174;8,19;12,836;;;
6/4/2002 17;17,2;380;1365;182;309;96;8,199;12,068;;;
6/4/2002 18;16,6;140;1365;38;37;34;8,208;11,055;;;
6/4/2002 19;15,1;1;1365;0;0;0;8,217;9,866;;;
6/4/2002 20;13,7;0;1365;0;0;0;8,226;8,583;;;
6/4/2002 21;12,2;0;1365;0;0;0;8,235;7,294;;;
6/4/2002 22;11,1;0;1365;0;0;0;8,244;6,086;;;
6/4/2002 23;9,9;0;1365;0;0;0;8,253;5,043;;;
7/4/2002 00;8,8;0;1364;0;0;0;8,262;4,236;;;
7/4/2002 01;8,2;0;1364;0;0;0;8,27;3,72;;;
7/4/2002 02;7,5;0;1364;0;0;0;8,278;3,531;;;
7/4/2002 03;6,9;0;1364;0;0;0;8,285;3,683;;;
7/4/2002 04;6,6;0;1364;0;0;0;8,293;4,165;;;
7/4/2002 05;6,3;0;1364;0;0;0;8,3;4,945;;;
7/4/2002 06;6;83;1364;20;0;20;8,308;5,971;;;
7/4/2002 07;8,3;322;1364;150;213;100;8,317;7,173;;;
7/4/2002 08;10,6;551;1364;325;491;126;8,326;8,469;;;
7/4/2002 09;12,9;749;1364;483;615;144;8,336;9,773;;;
7/4/2002 10;14,1;905;1364;627;702;160;8,346;10,995;;;
7/4/2002 11;15,4;1006;1364;727;757;167;8,357;12,054;;;
7/4/2002 12;16,6;1046;1364;772;827;136;8,367;12,876;;;
7/4/2002 13;17,3;1023;1364;750;814;139;8,378;13,408;;;
7/4/2002 14;18;937;1364;673;795;126;8,389;13,613;;;
7/4/2002 15;18,7;796;1364;546;723;124;8,4;13,477;;;
7/4/2002 16;18,1;607;1364;381;608;110;8,411;13,011;;;
7/4/2002 17;17,5;385;1364;199;389;89;8,422;12,246;;;
7/4/2002 18;16,9;145;1364;42;63;35;8,432;11,236;;;
7/4/2002 19;15,4;1;1364;0;0;0;8,442;10,049;;;
7/4/2002 20;14;0;1364;0;0;0;8,451;8,766;;;
7/4/2002 21;12,5;0;1364;0;0;0;8,459;7,476;;;
7/4/2002 22;11,8;0;1364;0;0;0;8,467;6,267;;;
7/4/2002 23;11,2;0;1364;0;0;0;8,475;5,221;;;
8/4/2002 00;10,5;0;1363;0;0;0;8,483;4,411;;;
8/4/2002 01;10;0;1363;0;0;0;8,49;3,892;;;
8/4/2002 02;9,4;0;1363;0;0;0;8,498;3,699;;;
8/4/2002 03;8,9;0;1363;0;0;0;8,506;3,846;;;
8/4/2002 04;8,8;0;1363;0;0;0;8,514;4,324;;;
8/4/2002 05;8,8;0;1363;0;0;0;8,523;5,101;;;
8/4/2002 06;8,7;90;1363;21;0;21;8,532;6,125;;;
8/4/2002 07;10,1;330;1363;157;225;102;8,542;7,325;;;
8/4/2002 08;11,5;558;1363;339;522;125;8,553;8,621;;;
8/4/2002 09;12,9;756;1363;513;676;138;8,564;9,925;;;
8/4/2002 10;13,7;911;1363;653;776;134;8,576;11,149;;;
8/4/2002 11;14,6;1011;1363;746;830;129;8,588;12,21;;;
8/4/2002 12;15,4;1051;1363;784;850;127;8,6;13,036;;;
8/4/2002 13;15,6;1027;1363;776;888;105;8,612;13,571;;;
8/4/2002 14;15,9;942;1363;704;888;89;8,622;13,78;;;
8/4/2002 15;16,1;800;1363;573;843;77;8,633;13,648;;;
8/4/2002 16;15;612;1363;401;685;93;8,642;13,186;;;
8/4/2002 17;13,8;390;1363;210;386;100;8,652;12,425;;;
8/4/2002 18;12,7;150;1363;46;51;40;8,662;11,417;;;
8/4/2002 19;11,1;2;1363;0;0;0;8,672;10,231;;;
8/4/2002 20;9,5;0;1363;0;0;0;8,682;8,95;;;
8/4/2002 21;7,9;0;1363;0;0;0;8,691;7,659;;;
8/4/2002 22;7,6;0;1363;0;0;0;8,7;6,449;;;
8/4/2002 23;7,2;0;1363;0;0;0;8,71;5,401;;;
9/4/2002 00;6,9;0;1362;0;0;0;8,719;4,587;;;
9/4/2002 01;6,3;0;1362;0;0;0;8,729;4,064;;;
9/4/2002 02;5,7;0;1362;0;0;0;8,738;3,867;;;
9/4/2002 03;5,1;0;1362;0;0;0;8,747;4,01;;;
9/4/2002 04;4,6;0;1362;0;0;0;8,757;4,485;;;
9/4/2002 05;4,2;0;1362;0;0;0;8,767;5,258;;;
9/4/2002 06;3,7;96;1362;24;0;24;8,777;6,279;;;
9/4/2002 07;5;337;1362;169;231;111;8,787;7,477;;;
9/4/2002 08;6,2;564;1362;359;546;133;8,797;8,773;;;
9/4/2002 09;7,5;762;1362;539;700;147;8,807;10,077;;;
9/4/2002 10;8,6;916;1362;683;800;144;8,817;11,303;;;
9/4/2002 11;9,6;1017;1362;778;915;94;8,827;12,366;;;
9/4/2002 12;10,7;1056;1362;815;911;107;8,837;13,195;;;
9/4/2002 13;11,1;1032;1362;793;919;95;8,846;13,734;;;
9/4/2002 14;11,6;946;1362;713;901;85;8,855;13,947;;;
9/4/2002 15;12;805;1362;579;765;127;8,863;13,82;;;
9/4/2002 16;11,5;616;1362;404;610;128;8,87;13,362;;;
9/4/2002 17;11,1;395;1362;208;336;111;8,877;12,604;;;
9/4/2002 18;10,6;155;1362;45;37;41;8,884;11,599;;;
9/4/2002 19;9,4;2;1362;1;0;1;8,892;10,415;;;
9/4/2002 20;8,2;0;1362;0;0;0;8,899;9,134;;;
9/4/2002 21;7;0;1362;0;0;0;8,906;7,843;;;
9/4/2002 22;6;0;1362;0;0;0;8,912;6,631;;;
9/4/2002 23;5;0;1362;0;0;0;8,918;5,581;;;
10/4/2002 00;4;0;1362;0;0;0;8,924;4,764;;;
10/4/2002 01;3,6;0;1362;0;0;0;8,929;4,237;;;
10/4/2002 02;3,3;0;1362;0;0;0;8,934;4,036;;;
10/4/2002 03;2,9;0;1362;0;0;0;8,938;4,175;;;
10/4/2002 04;2,6;0;1362;0;0;0;8,942;4,646;;;
10/4/2002 05;2,4;0;1362;0;0;0;8,947;5,416;;;
10/4/2002 06;2,1;103;1362;11;0;11;8,952;6,434;;;
10/4/2002 07;3,9;344;1362;79;0;79;8,958;7,631;;;
10/4/2002 08;5,7;571;1362;166;4;164;8,965;8,925;;;
10/4/2002 09;7,5;768;1362;248;38;227;8,973;10,23;;;
10/4/2002 10;7,4;922;1362;269;7;264;8,98;11,457;;;
10/4/2002 11;7,3;1022;1362;251;4;249;8,988;12,523;;;
10/4/2002 12;7,2;1061;1362;204;1;202;8,995;13,356;;;
10/4/2002 13;7,9;1037;1362;255;4;252;9,002;13,899;;;
10/4/2002 14;8,7;951;1362;278;8;272;9,01;14,116;;;
10/4/2002 15;9,4;809;1362;263;13;255;9,017;13,992;;;
10/4/2002 16;9,2;621;1362;253;111;202;9,025;13,538;;;
10/4/2002 17;9,1;400;1362;163;108;131;9,032;12,783;;;
10/4/2002 18;8,9;160;1362;43;22;41;9,039;11,781;;;
10/4/2002 19;8;3;1362;1;0;1;9,046;10,599;;;
10/4/2002 20;7;0;1362;0;0;0;9,053;9,319;;;
10/4/2002 21;6,1;0;1362;0;0;0;9,059;8,027;;;
10/4/2002 22;5,2;0;1362;0;0;0;9,066;6,814;;;
10/4/2002 23;4,4;0;1362;0;0;0;9,073;5,761;;;
11/4/2002 00;3,5;0;1361;0;0;0;9,08;4,941;;;
11/4/2002 01;3;0;1361;0;0;0;9,087;4,41;;;
11/4/2002 02;2,5;0;1361;0;0;0;9,094;4,205;;;
11/4/2002 03;2;0;1361;0;0;0;9,1;4,34;;;
11/4/2002 04;1,8;0;1361;0;0;0;9,107;4,807;;;
11/4/2002 05;1,6;0;1361;0;0;0;9,115;5,574;;;
11/4/2002 06;1,4;110;1361;17;0;17;9,122;6,589;;;
11/4/2002 07;3,8;351;1361;119;68;102;9,129;7,784;;;
11/4/2002 08;6,3;578;1361;263;181;186;9,137;9,079;;;
11/4/2002 09;8,7;774;1361;412;289;248;9,144;10,384;;;
11/4/2002 10;10,2;928;1361;590;484;259;9,152;11,612;;;
11/4/2002 11;11,7;1027;1361;726;654;230;9,16;12,681;;;
11/4/2002 12;13,2;1066;1361;796;783;182;9,168;13,516;;;
11/4/2002 13;13,9;1042;1361;765;814;140;9,176;14,063;;;
11/4/2002 14;14,6;955;1361;677;684;195;9,185;14,284;;;
11/4/2002 15;15,3;813;1361;542;612;175;9,193;14,165;;;
11/4/2002 16;14,6;626;1361;389;440;186;9,202;13,715;;;
11/4/2002 17;14;404;1361;211;396;93;9,21;12,964;;;
11/4/2002 18;13,3;165;1361;51;95;40;9,219;11,964;;;
11/4/2002 19;12,6;4;1361;1;0;1;9,227;10,784;;;
11/4/2002 20;12;0;1361;0;0;0;9,235;9,504;;;
11/4/2002 21;11,4;0;1361;0;0;0;9,242;8,212;;;
11/4/2002 22;10,7;0;1361;0;0;0;9,248;6,997;;;
11/4/2002 23;10;0;1361;0;0;0;9,254;5,942;;;
12/4/2002 00;9,4;0;1360;0;0;0;9,26;5,119;;;
12/4/2002 01;9,2;0;1360;0;0;0;9,265;4,584;;;
12/4/2002 02;8,9;0;1360;0;0;0;9,27;4,375;;;
12/4/2002 03;8,7;0;1360;0;0;0;9,275;4,506;;;
12/4/2002 04;8,5;0;1360;0;0;0;9,28;4,969;;;
12/4/2002 05;8,4;0;1360;0;0;0;9,286;5,733;;;
12/4/2002 06;8,2;117;1360;29;7;29;9,293;6,745;;;
12/4/2002 07;9,3;358;1360;182;269;111;9,301;7,939;;;
12/4/2002 08;10,4;584;1360;371;562;129;9,309;9,232;;;
12/4/2002 09;11,5;781;1360;547;769;105;9,318;10,538;;;
12/4/2002 10;12,8;933;1360;686;844;105;9,327;11,768;;;
12/4/2002 11;14,1;1032;1360;772;853;123;9,336;12,839;;;
12/4/2002 12;15,4;1071;1360;800;847;132;9,345;13,678;;;
12/4/2002 13;16,3;1046;1360;778;844;128;9,353;14,228;;;
12/4/2002 14;17,1;960;1360;700;818;121;9,361;14,454;;;
12/4/2002 15;18;818;1360;571;772;106;9,367;14,339;;;
12/4/2002 16;16,7;630;1360;410;672;98;9,373;13,892;;;
12/4/2002 17;15,3;409;1360;223;449;87;9,379;13,144;;;
12/4/2002 18;14;170;1360;55;117;41;9,385;12,147;;;
12/4/2002 19;12,6;5;1360;1;0;1;9,391;10,969;;;
12/4/2002 20;11,3;0;1360;0;0;0;9,397;9,69;;;
12/4/2002 21;9,9;0;1360;0;0;0;9,402;8,398;;;
12/4/2002 22;9,7;0;1360;0;0;0;9,408;7,181;;;
12/4/2002 23;9,6;0;1360;0;0;0;9,414;6,124;;;
13/4/2002 00;9,4;0;1359;0;0;0;9,42;5,297;;;
13/4/2002 01;8,8;0;1359;0;0;0;9,427;4,759;;;
13/4/2002 02;8,2;0;1359;0;0;0;9,433;4,546;;;
13/4/2002 03;7,6;0;1359;0;0;0;9,439;4,673;;;
13/4/2002 04;7,5;0;1359;0;0;0;9,445;5,132;;;
13/4/2002 05;7,3;0;1359;0;0;0;9,453;5,892;;;
13/4/2002 06;7,2;124;1359;25;0;25;9,46;6,902;;;
13/4/2002 07;8;365;1359;161;224;100;9,468;8,094;;;
13/4/2002 08;8,8;591;1359;351;470;146;9,475;9,387;;;
13/4/2002 09;9,6;786;1359;541;691;141;9,482;10,693;;;
13/4/2002 10;10,4;939;1359;679;782;138;9,489;11,924;;;
13/4/2002 11;11,3;1037;1359;770;831;134;9,495;12,997;;;
13/4/2002 12;12,1;1076;1359;805;846;134;9,5;13,839;;;
13/4/2002 13;12,3;1051;1359;790;866;119;9,505;14,394;;;
13/4/2002 14;12,4;964;1359;715;855;107;9,51;14,623;;;
13/4/2002 15;12,6;822;1359;587;818;91;9,515;14,512;;;
13/4/2002 16;11,9;634;1359;417;680;99;9,52;14,07;;;
13/4/2002 17;11,1;414;1359;226;395;106;9,526;13,325;;;
13/4/2002 18;10,4;175;1359;58;74;48;9,531;12,331;;;
13/4/2002 19;9,8;6;1359;1;0;1;9,537;11,154;;;
13/4/2002 20;9,1;0;1359;0;0;0;9,543;9,876;;;
13/4/2002 21;8,5;0;1359;0;0;0;9,549;8,584;;;
13/4/2002 22;8,1;0;1359;0;0;0;9,555;7,366;;;
13/4/2002 23;7,7;0;1359;0;0;0;9,562;6,306;;;
14/4/2002 00;7,3;0;1359;0;0;0;9,569;5,476;;;
14/4/2002 01;6,7;0;1359;0;0;0;9,576;4,934;;;
14/4/2002 02;6;0;1359;0;0;0;9,583;4,717;;;
14/4/2002 03;5,4;0;1359;0;0;0;9,59;4,84;;;
14/4/2002 04;5,3;0;1359;0;0;0;9,597;5,295;;;
14/4/2002 05;5,2;0;1359;0;0;0;9,603;6,052;;;
14/4/2002 06;5,1;131;1359;35;17;33;9,609;7,059;;;
14/4/2002 07;6;372;1359;189;336;97;9,614;8,249;;;
14/4/2002 08;6,9;597;1359;376;518;148;9,62;9,541;;;
14/4/2002 09;7,8;792;1359;550;699;142;9,625;10,848;;;
14/4/2002 10;8,6;944;1359;702;785;155;9,631;12,081;;;
14/4/2002 11;9,3;1042;1359;801;817;173;9,635;13,156;;;
14/4/2002 12;10,1;1080;1359;838;913;110;9,64;14,001;;;
14/4/2002 13;10,3;1055;1359;815;911;106;9,644;14,56;;;
14/4/2002 14;10,5;968;1359;733;904;88;9,648;14,793;;;
14/4/2002 15;10,7;826;1359;599;769;130;9,652;14,687;;;
14/4/2002 16;10,3;639;1359;426;706;93;9,655;14,248;;;
14/4/2002 17;9,8;418;1359;232;412;105;9,658;13,507;;;
14/4/2002 18;9,4;180;1359;61;82;50;9,661;12,515;;;
14/4/2002 19;8,7;7;1359;2;0;2;9,664;11,34;;;
14/4/2002 20;8,1;0;1359;0;0;0;9,667;10,063;;;
14/4/2002 21;7,4;0;1359;0;0;0;9,67;8,77;;;
14/4/2002 22;6,9;0;1359;0;0;0;9,674;7,551;;;
14/4/2002 23;6,3;0;1359;0;0;0;9,677;6,488;;;
15/4/2002 00;5,8;0;1358;0;0;0;9,68;5,656;;;
15/4/2002 01;5,7;0;1358;0;0;0;9,683;5,11;;;
15/4/2002 02;5,6;0;1358;0;0;0;9,686;4,888;;;
15/4/2002 03;5,5;0;1358;0;0;0;9,69;5,007;;;
15/4/2002 04;5,2;0;1358;0;0;0;9,694;5,458;;;
15/4/2002 05;4,9;1;1358;0;0;0;9,698;6,212;;;
15/4/2002 06;4,6;139;1358;38;22;35;9,703;7,216;;;
15/4/2002 07;5,3;378;1358;174;216;113;9,709;8,405;;;
15/4/2002 08;6,1;603;1358;271;93;229;9,715;9,696;;;
15/4/2002 09;6,8;798;1358;232;17;221;9,722;11,003;;;
15/4/2002 10;8,2;950;1358;290;10;283;9,728;12,237;;;
15/4/2002 11;9,7;1047;1358;328;9;321;9,734;13,315;;;
15/4/2002 12;11,1;1085;1358;343;9;335;9,739;14,164;;;
15/4/2002 13;11,4;1059;1358;346;10;338;9,745;14,726;;;
15/4/2002 14;11,8;973;1358;323;15;313;9,751;14,963;;;
15/4/2002 15;12,1;831;1358;274;15;264;9,756;14,861;;;
15/4/2002 16;11,8;643;1358;195;9;190;9,76;14,426;;;
15/4/2002 17;11,5;423;1358;107;1;106;9,765;13,689;;;
15/4/2002 18;11,2;185;1358;29;0;29;9,77;12,699;;;
15/4/2002 19;10,7;8;1358;1;0;1;9,775;11,526;;;
15/4/2002 20;10,2;0;1358;0;0;0;9,78;10,249;;;
15/4/2002 21;9,7;0;1358;0;0;0;9,784;8,957;;;
15/4/2002 22;8,8;0;1358;0;0;0;9,789;7,736;;;
15/4/2002 23;7,8;0;1358;0;0;0;9,793;6,671;;;
16/4/2002 00;6,9;0;1357;0;0;0;9,797;5,835;;;
16/4/2002 01;7;0;1357;0;0;0;9,801;5,286;;;
16/4/2002 02;7;0;1357;0;0;0;9,805;5,06;;;
16/4/2002 03;7,1;0;1357;0;0;0;9,809;5,175;;;
16/4/2002 04;6,9;0;1357;0;0;0;9,814;5,622;;;
16/4/2002 05;6,7;1;1357;0;0;0;9,819;6,372;;;
16/4/2002 06;6,5;146;1357;10;0;10;9,825;7,374;;;
16/4/2002 07;6,7;385;1357;50;0;50;9,832;8,561;;;
16/4/2002 08;7;609;1357;98;0;98;9,839;9,851;;;
16/4/2002 09;7,2;804;1357;142;0;142;9,846;11,159;;;
16/4/2002 10;7,4;955;1357;229;4;227;9,855;12,394;;;
16/4/2002 11;7,6;1052;1357;314;10;307;9,862;13,475;;;
16/4/2002 12;7,8;1089;1357;382;17;368;9,87;14,326;;;
16/4/2002 13;8,1;1063;1357;421;67;368;9,877;14,892;;;
16/4/2002 14;8,4;977;1357;420;51;384;9,884;15,134;;;
16/4/2002 15;8,7;835;1357;376;93;319;9,892;15,036;;;
16/4/2002 16;8,6;647;1357;246;44;225;9,9;14,605;;;
16/4/2002 17;8,4;427;1357;122;9;119;9,907;13,871;;;
16/4/2002 18;8,3;189;1357;30;0;30;9,915;12,884;;;
16/4/2002 19;7,9;10;1357;1;0;1;9,922;11,713;;;
16/4/2002 20;7,6;0;1357;0;0;0;9,929;10,437;;;
16/4/2002 21;7,2;0;1357;0;0;0;9,936;9,143;;;
16/4/2002 22;6,9;0;1357;0;0;0;9,943;7,921;;;
16/4/2002 23;6,7;0;1357;0;0;0;9,952;6,854;;;
17/4/2002 00;6,4;0;1356;0;0;0;9,96;6,015;;;
17/4/2002 01;5,6;0;1356;0;0;0;9,969;5,462;;;
17/4/2002 02;4,8;0;1356;0;0;0;9,978;5,232;;;
17/4/2002 03;4;0;1356;0;0;0;9,987;5,343;;;
17/4/2002 04;4,4;0;1356;0;0;0;9,996;5,786;;;
17/4/2002 05;4,7;2;1356;0;0;0;10,005;6,533;;;
17/4/2002 06;5,1;153;1356;21;0;21;10,014;7,532;;;
17/4/2002 07;6;391;1356;95;0;95;10,023;8,717;;;
17/4/2002 08;6,9;615;1356;182;26;171;10,033;10,007;;;
17/4/2002 09;7,8;809;1356;264;4;261;10,042;11,315;;;
17/4/2002 10;8,7;960;1356;328;17;316;10,05;12,552;;;
17/4/2002 11;9,7;1057;1356;370;14;359;10,058;13,634;;;
17/4/2002 12;10,6;1094;1356;385;14;374;10,065;14,489;;;
17/4/2002 13;11,7;1068;1356;589;248;393;10,072;15,059;;;
17/4/2002 14;12,7;981;1356;654;461;320;10,078;15,305;;;
17/4/2002 15;13,8;839;1356;590;632;198;10,085;15,211;;;
17/4/2002 16;13,1;651;1356;421;640;113;10,091;14,783;;;
17/4/2002 17;12,4;432;1356;234;431;96;10,096;14,053;;;
17/4/2002 18;11,7;194;1356;66;83;54;10,102;13,069;;;
17/4/2002 19;11,1;11;1356;2;0;2;10,107;11,899;;;
17/4/2002 20;10,6;0;1356;0;0;0;10,114;10,624;;;
17/4/2002 21;10;0;1356;0;0;0;10,12;9,331;;;
17/4/2002 22;9,9;0;1356;0;0;0;10,127;8,107;;;
17/4/2002 23;9,8;0;1356;0;0;0;10,133;7,038;;;
18/4/2002 00;9,7;0;1355;0;0;0;10,139;6,196;;;
18/4/2002 01;9,5;0;1355;0;0;0;10,146;5,639;;;
18/4/2002 02;9,2;0;1355;0;0;0;10,152;5,405;;;
18/4/2002 03;9;0;1355;0;0;0;10,159;5,511;;;
18/4/2002 04;9,2;0;1355;0;0;0;10,166;5,951;;;
18/4/2002 05;9,3;3;1355;0;0;0;10,174;6,694;;;
18/4/2002 06;9,5;159;1355;22;0;22;10,181;7,691;;;
18/4/2002 07;10,5;398;1355;96;0;96;10,189;8,874;;;
18/4/2002 08;11,6;621;1355;184;9;179;10,196;10,163;;;
18/4/2002 09;12,6;815;1355;264;10;258;10,202;11,471;;;
18/4/2002 10;14;965;1355;484;229;321;10,207;12,709;;;
18/4/2002 11;15,3;1061;1355;672;499;281;10,212;13,794;;;
18/4/2002 12;16,7;1098;1355;786;652;257;10,216;14,652;;;
18/4/2002 13;17,1;1072;1355;764;717;195;10,219;15,226;;;
18/4/2002 14;17,6;985;1355;688;701;178;10,222;15,475;;;
18/4/2002 15;18;843;1355;565;670;147;10,225;15,386;;;
18/4/2002 16;17,8;656;1355;412;591;126;10,227;14,962;;;
18/4/2002 17;17,7;436;1355;234;417;99;10,23;14,235;;;
18/4/2002 18;17,5;199;1355;69;88;56;10,234;13,254;;;
18/4/2002 19;16,4;13;1355;3;0;3;10,238;12,086;;;
18/4/2002 20;15,4;0;1355;0;0;0;10,242;10,812;;;
18/4/2002 21;14,3;0;1355;0;0;0;10,246;9,518;;;
18/4/2002 22;13,4;0;1355;0;0;0;10,249;8,293;;;
18/4/2002 23;12,6;0;1355;0;0;0;10,253;7,221;;;
19/4/2002 00;11,7;0;1355;0;0;0;10,257;6,376;;;
19/4/2002 01;11,6;0;1355;0;0;0;10,261;5,815;;;
19/4/2002 02;11,4;0;1355;0;0;0;10,267;5,578;;;
19/4/2002 03;11,3;0;1355;0;0;0;10,273;5,68;;;
